%DISC_PRODUCT_NAME1 VMS Consolidated
%DISC_PRODUCT_NAME2 Software Distribution
%KIT_PART_NUMBER QA-VWJ8A-A8. V01
%SPINE_PART_NUMBER AV-MN37Z-RE
!
%DISC_PART_NUMBER AG-MN36Z-RE,AG-PASMT-RE,AG-PCXXN-RE,AG-PFXCK-RE,AG-PJ4YE-RE,AG-PNTPB-RE
%DFARS Y
!
%LABEL CDBIN06MAY21,CDBIN06MAY22,CDBIN06MAY23,CDBIN06MAY24,CDBIN06MAY25,CDBIN06MAY26
%TYPE CONDIST
%RELEASE_DATE May 1992
%TOC_PART_NUMBER AA-MN64M-RE
!
!
!Consolidation Processing Directives
!
!Directive Class                 Format             Target_dir    File_name_suffix
!
%FILE      SAVESET               BINARY             [.KIT]        *
%FILE      SPD                   TEXT               [.LINE_DOCS]  _SPD
%FILE      SPD                   POST               [.POST_DOCS]  _SPD
%FILE      SSA                   TEXT               [.LINE_DOCS]  _SSA
%FILE      SSA                   POST               [.POST_DOCS]  _SSA
%FILE      INSTALLATION_GUIDE    TEXT               [.LINE_DOCS]  _IGUIDE
%FILE      INSTALLATION_GUIDE    POST               [.POST_DOCS]  _IGUIDE
%FILE      COVER_LETTER          TEXT               [.LINE_DOCS]  _COVER
%FILE      COVER_LETTER          POST               [.POST_DOCS]  _COVER
!
%EXCEPTION EXCEPTIONS_FILE BINARY
%CONTIGUOUS NO
%ADD_SAVESET CDMENU.BCK;3 [CDROM] VWJ8A 1.0 0003 SAVESET BINARY
!
%END_OF_DATA
!
!Product Name                                                      UPI  Ver     Kit  St In Ex No  Root            Disc
!--------------------------------------------------------------------------------------------------------------------------------
"VAX ADA"                                                         056AA  2.2    SSB   A  Y  N  N  ADA022          1
"VAX ADE"                                                         425AA  2.5    SSB   A  Y  N  N  ADE025          3
"VAX APL"                                                         020AA  4.0    SSB   A  Y  N  N  APL040          1
"VAX BASIC"                                                       095AA  3.5    SSB   A  Y  N  N  BASIC035        1
"VAX BLISS-32 IMPLEMENTATION LANGUAGE"                            106AA  4.6    SSB   A  Y  N  N  BLS32046        1
"VAX C"                                                           015AA  3.2    SSB   A  Y  N  N  VAXC032         1
"VAX COBOL GENERATOR"                                             365AA  1.3    SSB   A  Y  N  N  GEN013          1
"VAX COBOL GENERATOR/JAPANESE"                                    365JA  1.3    SSB   A  Y  N  N  JGEN013         5
"VAX COBOL"                                                       099AA  4.4A   SSB   A  Y  N  N  COBOL044        1
"VAX COBOL/JAPANESE"                                              099JA  4.4    SSB   A  Y  N  Y  NCOBOL044       5
"VAX COMPUTER INTEGRATED TELEPHONY MESSAGE DESK"                  YG8AA  1.0    SSB   A  Y  N  N  CITMD010        2
"VAX DATA DISTRIBUTOR"                                            VDRAA  2.2    SSB   A  Y  N  N  DDAL022         1
"VAX DATATRIEVE"                                                  898AA  5.1    SSB   A  Y  N  N  DTR051          1
"VAX DATATRIEVE/JAPANESE"                                         898JA  5.1    SSB   A  Y  N  N  JDTR051         5
"VAX DBMS"                                                        899AA  4.2    SSB   A  Y  N  N  DBMDEV042       1
"VAX DBMS"                                                        899AA  4.2A   SSB   A  Y  N  N  DBM042A         1
"VAX DBMS (Runtime)"                                              915AA  4.2    SSB   A  Y  N  N  DBMRTO042       1
"VAX DEC/CMS"                                                     007AA  3.4    SSB   A  Y  N  N  CMS034          1
"VAX DEC/MAP"                                                     VFZAA  3.0    SSB   A  Y  N  Y  MAP030          1
"VAX DEC/MAP"                                                     VFZAA  3.0A   SSB   A  Y  N  N  MAPUPDATE110    1
"VAX DEC/MMS"                                                     VADAA  2.6    SSB   A  Y  N  N  MMS026          1
"VAX DEC/TEST MANAGER"                                            927AA  3.2    SSB   A  Y  N  N  DTM032          1 
"VAX DECALC"                                                      310AA  4.0    SSB   A  Y  N  N  CALC040         2
"VAX DECALC-PLUS"                                                 A98AA  4.0    SSB   A  Y  N  N  PLUS040         2
"VAX DECGRAPH"                                                    360AA  1.6    SSB   A  Y  N  N  GRAPH016        2
"VAX DECISION EXPERT"                                             VI2AA  1.0B   SSB   A  Y  N  N  DEEX010         3
"VAX DECSCAN VMS AND ELN BITBUS DRIVERS"                          VCJAA  2.0    SSB   A  Y  N  N  IBQ020          2
"VAX DECSCAN VMS SOFTWARE TOOLKIT"                                VCSAA  2.1    SSB   A  Y  N  N  IOTK021         2
"VAX DECSLIDE"                                                    361AA  1.4    SSB   A  Y  N  N  SLIDE014        3
"VAX DIBOL"                                                       018AA  4.2    SSB   A  Y  N  N  DIBOL042        1
"VAX DISK STRIPING DRIVER FOR VMS"                                YELAA  2.0    SSB   A  Y  N  N  STRIPE020       2
"VAX DISTRIBUTED FILE SERVICE"                                    VEQAA  1.2    SSB   A  Y  N  N  DFS012          2
"VAX DISTRIBUTED NAME SERVICE"                                    VERAA  1.1A   SSB   A  Y  N  N  DNS011          2
"VAX DISTRIBUTED QUEUING SERVICE"                                 VENAA  1.2    SSB   A  Y  N  N  DQS012          2
"VAX DOCUMENT"                                                    VEEAA  2.1    SSB   A  Y  N  N  DOC021          1
"VAX DSM"                                                         130AA  6.0A   SSB   A  Y  N  N  DSM060          2
"VAX FMS"                                                         VD7AA  2.4    SSB   A  Y  N  N  VAXFMS024       2
"VAX FMS (Runtime)"                                               VD8AA  2.4    SSB   A  Y  N  N  FMSFDV024       2
"VAX FMS/JAPANESE"                                                VD7JA  2.4    SSB   A  Y  N  N  VAXFMSJ024      5
"VAX FMS/JAPANESE (Runtime)"                                      VD8JA  2.4    SSB   A  Y  N  N  FMSFDVJ024      5
"VAX FORTRAN"                                                     100AA  5.7    SSB   A  Y  N  N  FORT057         1
"VAX FORTRAN HIGH PERFORMANCE OPTION"                             YHBAA  1.3    SSB   A  Y  N  N  FORTHPO013      1
"VAX ISDN"                                                        VZ9AA  2.0    SSB   A  Y  N  N  ISDN020         2
"VAX ISDN ACCESS"                                                 VZCAA  2.0    SSB   A  Y  N  N  ISDN-ACCESS020  2
"VAX KMS11-BD/BE HDLC/BSC FRAMING SOFTWARE"                       920AA  2.1    SSB   A  Y  N  N  YN021           2
"VAX KMS11-BD/BE X.25 LINK LEVEL SOFTWARE"                        757AA  2.1    SSB   A  Y  N  N  YO021           2
"VAX KCT32"                                                       128AA  2.1    SSB   A  Y  N  N  UK021           2
"VAX LANGUAGE SENSITIVE EDITOR/SOURCE CODE ANALYZER"              057AA  3.1    SSB   A  Y  N  N  LSE031          1
"VAX LISP/VMS"                                                    917AA  3.1    SSB   A  Y  N  N  LISP031         2
"VAX LN03 IMAGE SUPPORT SOFTWARE"                                 VZRAA  1.0    SSB   A  Y  N  N  LN03IMAGE010    2
"VAX MESSAGE ROUTER (VMSmail Gateway)"                            730AA  3.2    SSB   U  Y  N  Y  MRGATE032       4
"VAX MESSAGE ROUTER (Base System)"                                732AA  3.2    SSB   U  Y  N  Y  MR032           4
"VAX MESSAGE ROUTER (Programmer's Kit)"                           733AA  3.2    SSB   U  Y  N  Y  MRIF032         4
"VAX MESSAGE ROUTER X.400 GATEWAY"                                VDMAA  2.2    SSB   U  Y  N  Y  MRX022          4
"VAX MESSAGE ROUTER X.400 GATEWAY/JAPANESE"                       VDMJA  2.2    SSB   A  Y  N  N  JMRX022         5
"VAX MESSAGE ROUTER/P GATEWAY"                                    VCGAA  1.2    SSB   A  Y  N  N  MRP012          4
"VAX MESSAGE ROUTER/S GATEWAY"                                    VDUAA  1.2    SSB   A  Y  N  N  MRS012          4
"VAX NOTES"                                                       960AA  2.2    SSB   A  Y  N  Y  NOTES022        1
"VAX OPS5"                                                        913AA  4.0    SSB   U  Y  N  N  OPS040          1
"VAX PACKETNET SYSTEM INTERFACE"                                  071AA  4.3    SSB   A  Y  N  N  PSI043          4
"VAX PACKETNET SYSTEM INTERFACE ACCESS"                           061AA  4.3    SSB   A  Y  N  N  PSI_AC043       4
"VAX PASCAL"                                                      126AA  4.3    SSB   A  Y  N  N  PASCAL043       1
"VAX PERFORMANCE AND COVERAGE ANALYZER"                           119AA  3.0    SSB   A  Y  N  N  PCA030          1
"VAX PL/I"                                                        114AA  3.4    SSB   A  Y  N  N  PLI034          1
"VAX PRINTSERVER SUPPORTING HOST SW/JAPANESE FOR VMS/JAPANESE"    798JA  3.2    SSB   A  Y  N  N  LPSVSJ032       5
"VAX PUBLIC ACCESS COMMUNICATIONS"                                VFHAA  1.3    SSB   A  Y  N  N  VAXPAC013       2
"VAX RALLY"                                                       A86AA  2.3    SSB   A  Y  N  N  RALDO023        1
"VAX RALLY (Runtime)"                                             VF4AA  2.3    SSB   A  Y  N  N  RALRTO023       1
"VAX RDB/VMS (Full Development)"                                  VD2AA  4.0B   SSB   U  Y  N  N  RDBVMSD_MUPB040 1
"VAX RDB/VMS (Interactive)"                                       VCLAA  4.0B   SSB   U  Y  N  N  RDBVMSI_MUPB040 1
"VAX RDB/VMS (Runtime)"                                           358AA  4.0B   SSB   U  Y  N  N  RDBVMSR_MUPB040 1
"VAX RDB/VMS/JAPANESE (Full Development)"                         VD2JA  4.0    SSB   A  Y  N  N  JRDBVMSDEV040   5
"VAX RDB/VMS/JAPANESE (Interactive)"                              VCLJA  4.0    SSB   N  Y  N  N  JRDBVMSDEV040   5
"VAX RDB/VMS/JAPANESE (Runtime)"                                  358JA  4.0    SSB   N  Y  N  N  JRDBVMSDEV040   5
"VAX RDB/VMS/JAPANESE (Mandatory Update)"                         358JA  4.0A   SSB   A  Y  N  N  JRDBVMS_MUPA040 5
"VAX REAL-TIME ACCELERATOR SOFTWARE"                              VJNAA  2.0A   SSB   A  Y  N  N  VRTA020         2
"VAX REMOTE ENVIRONMENTAL MONITORING SOFTWARE"                    VI5AA  1.3    SSB   A  Y  N  N  REMS013         2
"VAX RMS JOURNALING"                                              VDVAA  5.5    SSB   A  N  N  N  RMSJNL055       1
"VAX SCAN"                                                        495AA  1.2    SSB   A  Y  N  N  SCAN012         1
"VAX SOFTWARE PERFORMANCE MONITOR"                                850AA  3.4    SSB   A  Y  N  Y  SPM034          6
"VAX SOFTWARE PERFORMANCE MONITOR (Collect)"                      VUPAA  3.4    SSB   A  Y  N  N  SPMC034         6
"VAX STORAGE LIBRARY SYSTEM"                                      0L7AA  2.1    SSB   A  Y  N  N  SLS021          2
"VAX STORAGE LIBRARY SYSTEM (Client)"                             YE8AA  2.1    SSB   A  Y  N  N  SLSCLIENT021    2
"VAX TDMS"                                                        706AA  1.9A   SSB   A  Y  N  N  TDMSDEV019      3
"VAX TDMS (Runtime)"                                              711AA  1.9A   SSB   A  Y  N  N  TDMSRTO019      3
"VAX TEAMDATA"                                                    741AA  1.4    SSB   A  Y  N  N  TDA014          1
"VAX TEAMDATA/DANSK"                                              741DA  1.3    SSB   A  Y  N  N  TDADA013        4
"VAX TEAMDATA/DEUTSCH"                                            741GA  1.3    SSB   A  Y  N  N  TDADE013        4
"VAX TEAMDATA/ESPANOL"                                            741SA  1.3    SSB   A  Y  N  N  TDAES013        4
"VAX TEAMDATA/FRANCAIS"                                           741PA  1.3    SSB   A  Y  N  N  TDAFR013        4
"VAX TEAMDATA/NORSK"                                              741NA  1.3    SSB   A  Y  N  N  TDANO013        4
"VAX TEAMINFO/SVENSKA"                                            741MA  1.3    SSB   A  Y  N  N  TDASE013        4
"VAX WIDE AREA NETWORK DEVICE DRIVERS"                            VAWAA  1.2    SSB   A  Y  N  N  SYNC012         2
"VAX XWAY"                                                        729AA  1.2    SSB   A  Y  N  N  XWAY012         2
"VAX-11 RSX"                                                      382AA  2.5    SSB   A  Y  N  N  RSX025          2
"VAXCAMERA FOR VMS (Video Image Executive)"                       YWVAA  1.0    SSB   A  Y  N  N  VID010          3
"VAXCAMERA FOR VMS (Video Image Developer)"                       YWUAA  1.0    SSB   A  Y  N  N  VIDUIS010       3
"VAXCLUSTER CONSOLE SYSTEM"                                       V01AA  1.3    SSB   A  Y  N  N  VCS013          2
"VAXCLUSTER SOFTWARE"                                             VBRAA  5.5    SSB   A  N  N  N  VAXCLU055       1
"VAXELN ADA"                                                      A97AA  2.2    SSB   A  Y  N  N  VAXELN_ADA022   3
"VAXELN KAV TOOLKIT EXTENSIONS FOR VMS"                           GESAA  1.1    SSB   A  Y  N  N  KAV011          3
"VAXELN KMV1A TOOL KIT"                                           0JPAA  1.1    SSB   A  Y  N  N  KMV_ELNTOOL011  3
"VAXELN TOOLKIT"                                                  375AA  4.3    SSB   A  Y  N  N  ELN043          3
"VAXFT SYSTEM SERVICES"                                           YEAAA  1.2B   SSB   A  Y  N  N  FTSSB012        3
"VAXSET"                                                          965AA  10.0   SSB   A  N  Y  Y  VAXSET100       1
"VAXUISX AND VWS MIGRATION TOOLS"                                 GD8AA  1.0    SSB   A  Y  N  N  UISX011         3
"VAXUISX AND VWS MIGRATION TOOLS/JAPANESE"                        GD8JA  1.0    SSB   N  Y  N  N  JUISX011        5
"VIDA FOR DB2"                                                    VTWAA  1.0A   SSB   A  Y  N  N  VIDA2010        1
"VIDA/JAPANESE FOR DB2"                                           VTWJA  1.0    SSB   U  Y  N  Y  VIDA2J010       5
"VMS DECWINDOWS MOTIF"                                            XA1AA  1.0    SSB   A  Y  N  Y  DECW$MOTIF010   2
"VMS DECWINDOWS MOTIF"                                            XA1AA  1.0A   SSB   A  Y  N  N  MOTIF010_A      2
"VMS DECWINDOWS MOTIF/CANADIEN-FRANÇAIS"                          XDDCA  1.0    SSB   A  Y  N  Y  DECWMFR_CA010   4
"VMS DECWINDOWS MOTIF/DANSK"                                      XDDDA  1.0    SSB   A  Y  N  Y  DECWMDA_DK010   4
"VMS DECWINDOWS MOTIF/DEUTSCH"                                    XDDGA  1.0    SSB   A  Y  N  Y  DECWMDE_DE010   4
"VMS DECWINDOWS MOTIF/DEUTSCH-CH"                                 XA1GB  1.0    SSB   A  Y  N  Y  DECWMDE_CH010   4
"VMS DECWINDOWS MOTIF/ESPAÑOL"                                    XDDSA  1.0    SSB   A  Y  N  Y  DECWMES_ES010   4
"VMS DECWINDOWS MOTIF/FRANÇAIS"                                   XDDPA  1.0    SSB   A  Y  N  Y  DECWMFR_FR010   4
"VMS DECWINDOWS MOTIF/FRANÇAIS-CH"                                XA1PC  1.0    SSB   A  Y  N  Y  DECWMFR_CH010   4
"VMS DECWINDOWS MOTIF/ITALIANO"                                   XDDUA  1.0    SSB   A  Y  N  Y  DECWMIT_IT010   4
"VMS DECWINDOWS MOTIF/ITALIANO-CH"                                XA1UB  1.0    SSB   A  Y  N  Y  DECWMIT_CH010   4
"VMS DECWINDOWS MOTIF/JAPANESE"                                   XDDJA  1.0    SSB   A  Y  N  N  DECWMJA_JP010   5
"VMS DECWINDOWS MOTIF/NEDERLANDS"                                 XDDHA  1.0    SSB   A  Y  N  Y  DECWMNL_NL010   4
"VMS DECWINDOWS MOTIF/NORSK"                                      XDDNA  1.0    SSB   A  Y  N  Y  DECWMNO_NO010   4
"VMS DECWINDOWS MOTIF/PORTUGUÊS"                                  XDDVA  1.0    SSB   A  Y  N  Y  DECWMPT_PT010   4
"VMS DECWINDOWS MOTIF/SUOMI"                                      XDDFA  1.0    SSB   A  Y  N  Y  DECWMFI_FI010   4
"VMS DECWINDOWS MOTIF/SVENSKA"                                    XDDMA  1.0    SSB   A  Y  N  N  DECWMSV_SE010   4
"VMS DECWINDOWS/CANADIEN-FRANCAIS"                                YFSPB  2.1    SSB   A  Y  N  N  DECWFR_CA021    4
"VMS DECWINDOWS/DEUTSCH"                                          YFSGA  2.1    SSB   A  Y  N  N  DECWDE_DE021    4
"VMS DECWINDOWS/DEUTSCH/CH"                                       YFSGB  2.1    SSB   A  Y  N  N  DECWDE_CH021    4
"VMS DECWINDOWS/FRANCAIS"                                         YFSPA  2.1    SSB   A  Y  N  N  DECWFR_FR021    4
"VMS DECWINDOWS/FRANCAIS/CH"                                      YFSPC  2.1    SSB   A  Y  N  N  DECWFR_CH021    4
"VMS DECWINDOWS/ITALIANO"                                         YFSUA  2.1    SSB   A  Y  N  N  DECWIT_IT021    4
"VMS DECWINDOWS/ITALIANO/CH"                                      YFSUB  2.1    SSB   A  Y  N  N  DECWIT_CH021    4
"VMS DECWINDOWS/NEDERLANDS"                                       YFSHA  2.1    SSB   A  Y  N  N  DECWNL_NL021    4
"VMS DECWINDOWS/NORSK"                                            YFSNA  2.1    SSB   A  Y  N  N  DECWNO_NO021    4
"VMS DECWINDOWS/SVENSKA"                                          YFSMA  2.1    SSB   A  Y  N  N  DECWSV_SE021    4
"VMS LICENSE MANAGEMENT FACILITY"                                 XANAA  1.1    SSB   A  Y  N  N  LMF011          1
"VMS OPERATING SYSTEM"                                            001AA  5.5    SSB   A  N  Y  Y  VMS055          1
"VMS POSIX"                                                       GXXAA  1.0    SSB   N  Y  N  N  POSIX010        1
"VMS VOLUME SHADOWING"                                            AB2AA  5.5    SSB   A  N  N  N  VOLSHD055       1
"VMS WORKSTATION SOFTWARE"                                        A96AA  4.4    SSB   A  Y  N  N  VWS044          3      
"VMS WORKSTATION SOFTWARE/JAPANESE"                               A96JA  4.4    SSB   U  Y  N  N  JVWS044         5
"VMS/HANGUL"                                                      0014A  5.5    SSB   A  Y  N  N  HANGUL055       5
"VMS/HANYU"                                                       0013A  5.5    SSB   N  Y  N  N  HANYU055        5
"VMS/HANZI"                                                       0012A  5.5    SSB   N  Y  N  N  HANZI055        5
"VMS/JAPANESE"                                                    001JA  5.5    SSB   A  N  N  N  JVMS055         5
"VMS/SNA"                                                         362AA  2.1    SSB   A  Y  N  N  SNAVMS021       2
"VMS/ULTRIX CONNECTION"                                           VHRAA  1.3A   SSB   A  Y  N  N  UCX013          1
"WPS-PLUS/BRITISH FOR VMS"                                        AAMEA  4.0    SSB   A  Y  N  N  WPLBRITISH040   4
"WPS-PLUS/ESPAÑOL FOR VMS"                                        AAMSA  4.0    SSB   A  Y  N  N  WPLSPANISH040   4
"WPS-PLUS/ITALIANO FOR VMS"                                       AAMUA  4.0    SSB   A  Y  N  N  WPLITALIAN040   4
"WPS-PLUS/FRANÇAIS FOR VMS"                                       AAMPA  4.0    SSB   A  Y  N  N  WPLFRENCH040    4
"WPS-PLUS/NEDERLANDS FOR VMS"                                     AAMHA  4.0    SSB   A  Y  N  N  WPLDUTCH040     4
"WPS-PLUS/NORSK FOR VMS"                                          AAMNA  4.0    SSB   A  Y  N  N  WPLNORWEGIAN040 4
"WPS-PLUS/SVENSKA FOR VMS"                                        AAMMA  4.0    SSB   A  Y  N  N  WPLSWEDISH040   4
"WPS-PLUS/VMS"                                                    AAMAA  4.1    SSB   U  Y  N  N  WPLENGLISH041   1
"X25ROUTER 2000"                                                  VIAAA  1.1    SSB   A  Y  N  N  X25ROU011       2
