%DISC_PRODUCT_NAME1 OpenVMS(TM) AXP(TM)
%DISC_PRODUCT_NAME2 Layered Products
!DISC_PRODUCT_NAME3 Software Binaries
!DISC_PRODUCT_NAME4 
%KIT_PART_NUMBER QA-03XAA-H8. M01
%SPINE_PART_NUMBER AV-PSQWP-RE                                                                                         
!
%DISC_PART_NUMBER AG-PSQUK-RE,AG-PWGNG-RE,AG-Q0T7E-RE,AG-Q2PLD-XE,AG-Q31VB-XE,AG-QBWHA-XE,AG-QBXFA-XE 
%DFARS Y
!
%LABEL AXPBINAUG941,AXPBINAUG942,AXPBINAUG943,AXPBINAUG944,AXPBINAUG945,AXPBINAUG946,AXPBINAUG947
%TYPE CONDIST
%RELEASE_DATE Aug 1994
%TOC_PART_NUMBER AA-PW3LG-RE
!
!Directive Class                 Format          Target_dir         File_name_suffix
!
%FILE      SAVESET               BINARY          [.KIT]             *
%FILE      PCSI_FILE             BINARY          [.KIT]             *
%FILE      SPD                   TEXT            [.DOCUMENTATION]   _SPD                                               
%FILE      SPD                   POST            [.DOCUMENTATION]   _SPD
%FILE      SSA                   TEXT            [.DOCUMENTATION]   _SSA
%FILE      SSA                   POST            [.DOCUMENTATION]   _SSA
%FILE      INSTALLATION_GUIDE    TEXT            [.DOCUMENTATION]   _IGUIDE
%FILE      INSTALLATION_GUIDE    POST            [.DOCUMENTATION]   _IGUIDE
%FILE      COVER_LETTER          TEXT            [.DOCUMENTATION]   _COVER
%FILE      COVER_LETTER          POST            [.DOCUMENTATION]   _COVER
!
%EXCEPTION EXCEPTIONS_FILE BINARY
%CONTIGUOUS NO
%ADD_SAVESET USER2$:[CDROM.AXP_PUBLIC]CDMENU018_VMSAXP.BCK [CDROM] VWJ8A 1.0 0003 SAVESET BINARY
!%ADD_SAVESET USER2$:[CDROM.AXP_PUBLIC]Q3CY94-FCS_DOC.BCK [README] VWJ8A 1.0 0003 SAVESET BINARY
!
%END_OF_DATA
!
!Product Name                                                    UPI    Ver     Kit  St In Ex No  Root              Disc
!-----------------------------------------------------------------------------------------------------------------------
! CATAGORY = DATABASE AND TRANSACTION PROCESSING
!-----------------------------------------------
"DECwindows Motif OpenVMS User Interface/Svenska"                XDDMA  1.2     SSB  U  Y  N  N   DECWMSV_SE012       6 !REO**
"DECwindows Motif OpenVMS User Interface/Polski"                 XDDWA  1.2     SSB  U  Y  N  N   DECWMPL_PL012       6 !REO**
"DECwindows Motif OpenVMS User Interface/Russkij"                0RGXA  1.2     SSB  U  Y  N  N   DECWMRU_RU012       6 !REO**
"DECwindows Motif OpenVMS User Interface/Slovensky"              0RGSA  1.2     SSB  U  Y  N  N   DECWMSK_SK012       6 !REO**
"ALL-IN-1 Office Server Options for OpenVMS Systems"             AAAAA  3.1     SSB  N  Y  N  N   A1031               6 !REO**
!"ALL-IN-1 /Francais for OpenVMS AXP"                             AAAPA  3.1     SSB  N  Y  N  N   A1LFR031            6 !REO**
"ALL-IN-1 /Deutch for OpenVMS Systems"                           AAAGA  3.1     SSB  N  Y  N  N   A1LDE031            6 !REO**
!"ALL-IN-1 /Italiano for OpenVMS AXP"                             AAAUA  3.1     SSB  N  Y  N  N   A1LIT031            6 !REO**
!"ALL-IN-1 /Espanol for OpenVMS AXP"                              AAASA  3.1     SSB  N  Y  N  N   A1LES031            6 !REO**
!"ALL-IN-1 /Netherlands for OpenVMS AXP"                          AAAHA  3.1     SSB  N  Y  N  N   A1LNL031            6 !REO**
!Pulled ALL-IN-1 per Dave Holt memo 12-Aug-1994 **URGENT**
!
!-----------------------------------------------------------------------------------------------------------------------
! CATEGORY = LANGUAGE VARIANT
!-----------------------------------------------
"DECforms /Japanese for OpenVMS AXP (Run-time)"                  0J9JA  1.4     SSB  N  Y  N  N   FORMSRTJA014        7 !JRD** 
"DEC OPS5 /Japanese for OpenVMS AXP"                             0JJJA  4.0A    SSB  N  Y  N  N   OPSJA040            7 !JRD**
"DECnet SNA 3270 Data Stream Programming Interface/Japanese for OpenVMS AXP"   10XJA  1.4     SSB  N  Y  N  N   JSNA3270A014        7  !JRD**
"DECnet SNA DTF/Japanese for OpenVMS AXP (Server)"               205JA  3.1     SSB  N  Y  N  N   SNADTFSJAA031       7 !JRD**
"DECnet SNA DTF/Japanese for OpenVMS AXP (Utility)"              206JA  3.1     SSB  N  Y  N  N   SNADTFUJAA031       7 !JRD**
"DECnet SNA Printer Emulator/Japanese for OpenVMS AXP"           10TJA  1.2A    SSB  N  Y  N  N   JSNAPREAA012        7 !JRD**
"DecWindows DECnet SNA 3270 Terminal Emulater/Japanese for OpenVMS AXP"   10WJA  2.0A   SSB  N  Y  N  N   SNADWTEJAAA020        7 !JRD**
!"DEC ACMS /Japanese for OpenVMS AXP"                             2PZJA  4.0     SSB  N  Y  N  N  
!Removed per Takehumi memo 25-jul only runs on local Japan CDrom
"DECwindows Motif/HANZI for OpenVMS AXP"                         MV42A  1.2     SSB  N  Y  N  N   DWMA_ZH_CN012       7 !JRD**
"DECwrite /Francais for OpenVMS AXP"                             2FNPA  3.0     SSB  N  Y  N  N   DECWRITEFR030       7 !REO**
"DECwrite /Deutsch for OpenVMS AXP"                              2FNGA  3.0     SSB  N  Y  N  N   DECWRITEDE030       7 !REO**
!-----------------------------------------------------------------------------------------------------------------------
! CATAGORY = SYSTEM MANAGEMENT
!-----------------------------------------------
"POLYCENTER Scheduler OpenVMS AXP"                               0GMAA  2.1B    SSB  U  Y  N  N   ASCHED_MUPB021      7 !**
"POLYCENTER[TM] Performance Advisor for OpenVMS"                 29NAA  2.1     SSB  A  Y  N  N   ALPHA_PSPA021       7 !**
"POLYCENTER Performance Data Collector for OpenVMS"              29MAA  2.1     SSB  A  Y  N  N   ALPHA_PSDC021       7 !**
"POLYCENTER Capacity Planner for OpenVMS"                        23MAA  2.1     SSB  A  Y  N  N   ALPHA_ECP021        7 !**
"PATHWORKS for VMS"                                              A93AA  5.0A	SSB  A  Y  N  N   PWRKMUPA050         7 !**
"DECram for OpenVMS"						 MV3AA  2.1     SSB  A  Y  N  N   DECRAM021           7 !**
"DECmessageQ[TM] for OpenVMS AXP (Development)"                  0HJAA  2.0C    SSB  U  Y  N  N   DMQAXPMUPC020       7 !**
"DECmessageQ for OpenVMS AXP (Run-Time)"                         0HKAA  2.0C    SSB  U  Y  N  N   DMQAXPMUPC020       7 !**
"DEC Distributed Computing Services for OpenVMS"                 07PAA  1.0     SSB  A  Y  N  N   DCS010              7 !REO**
"SSU (Session Support Utility) for OpenVMS Systems"		 2T7AA  2.0	SSB  A  Y  N  N   SSU020	      7 !**
!Trouble installing, grp says it's the OS and not their product
!"POLYCENTER Software Distribution (Client)"                     0EFAA  2.4     SSB  A  Y  N  N   RSMSRV024           7 ! 
!2Q5AA replaces 0EFAA - it has both the Server & Client
"POLYCENTER Software Distribution"                               2Q5AA  3.0     SSB  A  Y  N  N   RSMSRV030           7 !**
"POLYCENTER Accounting Chargeback for OpenVMS"                   2WMAA  2.1     SSB  A  Y  N  N   ALPHA_PSAC021       7 !**
"POLYCENTER File Optimizer"                                      2GNAA  2.0     SSB  A  Y  N  N   DFG020              7 !**
"POLYCENTER CONSOLE Manager"                                     2PCAA  1.5     SSB  U  Y  N  N   CONSOLE015          7 ! REO**
"StorageWorks Desktop Backup/Archiver for OpenVMS AXP"           387AA  2.0     SSB  N  Y  N  N   DTB020              7 !**
"StorageWorks RAID Software for OpenVMS Systems"                 0MGAA  2.0     SSB  N  Y  N  N   RAID020             7 !**
"Terminal Server Manager for OpenVMS AXP"                        352AA  2.1     SSB  N  Y  N  N   TSM021              7 !**
!"POLYCENTER System Watchdog Agent for OpenVMS AXP"               3A4AA  2.2     SSB  N  Y  N  N   ALPHA_SNS022        7 !**
!"POLYCENTER System Watchdog Consolidator for OpenVMS AXP"        37KAA  2.2     SSB  N  Y  N  N   ALPHA_SNS022        7 !**
!Removed above products - no Books & last minute changes....
!"POLYCENTER Scheduler Agent for OpenVMS AXP"                     3ATAA  2.1     SSB  N  Y  N  N   
!Removed above product per memo Tom Dooley 2-aug-1994
